'OBJECTID', 'OBJECTID_12_13', 'DEPCODE', 'COUNTY', 'COUNTYNAME', 'County', 'State', 'PUIsTotal*', 'PUIAge_0_4*', 'PUIAge_5_14*', 'PUIAge_15_24*', 'PUIAge_25_34*', 'PUIAge_35_44*', 'PUIAge_45_54*', 'PUIAge_55_64*', 'PUIAge_65_74*', 'PUIAge_75_84*', 'PUIAge_85plus*', 'PUIAge_Unkn*', 'PUIAgeRange*', 'PUIAgeMedian*', 'PUIFemale*', 'PUIMale*', 'PUISexUnkn*', 'PUIFLRes*', 'PUINotFLRes*', 'PUIFLResOut*', 'PUIContNo*', 'PUIContUnkn*', 'PUIAgeAvrg*', 'PUITravelNo*', 'PUITravelYes*', 'PUI_TPositive*', 'PUI_TNegative*', 'PUI_TInconc*', 'PUI_TPending*', 'T_Total_Res', 'T_LabPrivate_Res', 'T_LabDOH_Res', 'T_LabPrivate_NonRes', 'T_LabDOH_NonRes', 'C_Female', 'C_Male', 'C_SexUnkn', 'C_AllResTypes', 'C_Age_0_4', 'C_Age_5_14', 'C_Age_15_24', 'C_Age_25_34', 'C_Age_35_44', 'C_Age_45_54', 'C_Age_55_64', 'C_Age_65_74', 'C_Age_75_84', 'C_Age_85plus', 'C_Age_Unkn', 'C_AgeRange', 'C_AgeMedian', 'C_RaceWhite', 'C_RaceBlack', 'C_RaceOther', 'C_RaceUnknown', 'C_HispanicYES', 'C_HispanicNO', 'C_HispanicUnk', 'C_EDYes_Res', 'C_EDYes_NonRes', 'C_HospYes_Res', 'C_HospYes_NonRes', 'C_NonResDeaths', 'C_FLResDeaths', 'CasesAll', 'C_Men', 'C_Women', 'C_FLRes', 'C_NotFLRes', 'C_FLResOut', 'T_NegRes', 'T_NegNotFLRes', 'T_total', 'T_negative', 'T_positive', 'Deaths', 'PUI_EverMon*', 'PUI_MonNow*', 'Shape__Area', 'Shape__Length', 'MedianAge', 'Date'
"9","9","20","039","GADSDEN","Gadsden","FL","2989","51","101","222","498","504","526","468","390","145","82","2","0 to 119","47","2066","912","11","2971","17","1","41","2693","46","364","16","379","2607","1","2","2969","365","10","4","0","263","112","0","375","4","15","30","75","77","75","40","33","19","11","0","0 to 98","43","145","154","17","59","43","258","74","76","0","60","0","0","7","379","112","267","374","4","1","5441","13","5840","5454","379","7","415","221","1367889846.39806","205127.330650714","43","43","06/30/2020"
"10","10","37","073","LEON","Leon","FL","13648","192","324","1953","2243","1966","2032","2138","1747","679","342","32","0 to 119","45","7043","6455","150","13407","240","1","248","12638","201","828","102","1114","12395","3","136","13269","1061","15","37","1","537","539","0","1076","5","37","489","213","116","98","86","51","14","4","1","0 to 91","25","311","348","39","378","56","614","406","117","11","49","9","7","8","1114","558","556","1075","38","1","27479","202","28843","27681","1114","8","887","468","1817477697.41779","246081.909627491","30","25","06/30/2020"
"11","11","33","065","JEFFERSON","Jefferson","FL","592","15","13","28","49","83","81","119","121","65","17","1","0 to 101","57","357","231","4","587","5","0","7","490","41","91","7","49","543","0","0","587","25","22","2","0","30","17","0","47","2","1","5","5","10","4","7","7","4","4","0","0 to 95","52","15","23","7","2","8","36","3","8","2","9","0","0","4","49","19","30","47","2","0","1203","3","1256","1206","49","4","83","45","1581350101.5302","228391.565390175","58","52","06/30/2020"
"12","12","40","079","MADISON","Madison","FL","1177","56","48","104","136","153","157","175","183","109","49","7","0 to 99","50","748","423","6","1154","23","0","27","906","53","348","16","195","980","1","1","1152","116","75","4","0","117","74","0","191","14","11","22","24","32","23","37","15","6","11","0","0 to 98","42","43","129","15","4","14","158","19","36","0","6","0","1","3","195","75","120","191","4","0","1764","19","1981","1783","195","3","355","255","1853116752.08771","219176.19751538","50","42","06/30/2020"
"13","13","39","077","LIBERTY","Liberty","FL","2218","3","4","158","690","561","398","269","93","28","6","8","0 to 92","39","172","2038","8","2218","0","0","1","2001","1","86","0","222","1996","0","0","2218","219","3","0","0","6","216","0","222","0","0","13","58","55","54","36","5","0","1","0","20 to 85","41","116","97","5","4","7","133","82","6","0","1","0","0","1","222","216","6","222","0","0","2109","0","2333","2109","222","1","55","30","2183538740.41838","308797.501184753","41","41","06/30/2020"
"14","14","24","047","HAMILTON","Hamilton","FL","2022","19","30","162","542","416","325","245","168","69","42","4","0 to 118","41","460","1535","27","2016","6","0","37","1878","9","336","6","334","1687","0","1","2015","323","8","2","1","68","263","0","331","8","13","32","92","66","60","49","11","3","0","0","0 to 84","38","144","154","31","2","55","130","146","38","1","10","0","0","2","334","265","69","331","3","0","2340","3","2678","2343","334","2","20","18","1344926537.82205","232510.619937192","39","38","06/30/2020"
"15","15","3","005","BAY","Bay","FL","3494","39","37","255","459","481","578","652","457","293","188","55","0 to 119","52","1955","1485","54","3445","49","0","141","3145","28","407","64","384","3038","0","72","3383","322","44","17","1","197","169","0","366","5","4","56","86","67","76","46","25","16","3","0","1 to 93","40","268","42","23","33","95","225","46","91","6","35","2","2","4","384","177","207","366","18","0","7531","21","7944","7552","384","4","98","90","1930770661.49939","558412.990825665","44","40","06/30/2020"
"16","16","12","023","COLUMBIA","Columbia","FL","3492","90","107","244","430","437","455","674","555","289","202","9","0 to 119","54","1970","1424","98","3477","15","0","222","3063","63","374","16","287","3202","0","3","3474","246","39","2","0","143","142","0","285","9","16","31","65","44","43","40","24","9","6","0","0 to 97","39","131","111","35","8","38","235","12","9","0","26","0","0","3","287","144","143","285","2","0","5553","13","5858","5566","287","3","31","29","2068684690.43686","276060.430857214","40","39","06/30/2020"
"17","17","2","003","BAKER","Baker","FL","925","30","17","103","136","129","150","152","107","67","32","2","0 to 99","48","512","359","54","865","60","0","27","849","16","89","5","63","861","0","1","864","36","27","0","0","32","28","3","63","0","2","11","7","10","6","10","8","6","3","0","10 to 97","46","44","13","2","4","1","56","6","15","0","13","0","0","4","63","28","32","63","0","0","1652","60","1775","1712","63","4","91","90","1520245937.66486","183737.354704368","48","46","06/30/2020"
"18","18","30","059","HOLMES","Holmes","FL","928","14","13","74","139","130","152","161","159","64","21","1","0 to 119","51","444","469","15","917","11","0","6","768","5","172","6","177","751","0","0","917","157","18","0","2","21","154","0","175","1","0","18","54","46","31","13","12","2","0","0","1 to 79","38","97","61","6","11","13","130","32","7","0","5","0","0","0","177","155","22","175","2","0","2274","9","2464","2283","177","0","76","70","1251550190.83949","175658.620344926","43","38","06/30/2020"
"19","19","43","085","MARTIN","Martin","FL","8149","172","216","654","876","977","1062","1408","1398","968","394","24","0 to 100","55","4022","3684","443","8053","96","0","449","6622","82","1517","79","2055","6061","1","32","8021","2026","13","16","0","939","1094","6","2039","78","120","330","373","374","335","209","112","75","47","2","0 to 99","37","704","84","659","592","1114","454","471","304","2","173","1","1","25","2055","1103","946","2039","16","0","14651","78","16807","14729","2055","25","438","427","1686613017.08661","308980.48751506","38","37","06/30/2020"
"20","20","29","057","HILLSBOROUGH","Hillsborough","FL","60370","1386","1722","6042","9821","8777","9185","9697","7596","4067","1876","201","0 to 119","47","34295","25783","292","59938","432","0","959","56502","458","3282","320","10752","49478","23","117","59799","10427","238","84","3","5624","5006","35","10665","220","374","2126","2688","1641","1399","1031","606","357","223","87","0 to 104","34","3204","1519","1359","4583","2141","3264","5260","984","11","617","8","3","138","10752","5046","5671","10665","87","0","113430","344","124611","113774","10752","138","2795","2448","2746844886.16013","358788.307034344","37","34","06/30/2020"
"21","21","41","081","MANATEE","Manatee","FL","17041","296","419","1150","1739","1848","2215","3092","3348","2063","768","103","0 to 119","57","9641","7114","286","16787","254","0","932","15110","177","1950","49","2856","14179","4","2","16781","2775","63","18","0","1476","1357","5","2838","61","153","403","507","466","399","344","236","176","111","0","0 to 101","40","1518","280","269","771","877","1093","868","190","4","264","3","2","130","2856","1366","1485","2838","18","0","36783","236","39893","37019","2856","130","372","274","1945653927.12581","371198.171414394","45","40","06/30/2020"
"22","22","10","019","CLAY","Clay","FL","8529","122","215","674","1004","1189","1405","1502","1322","763","311","22","0 to 101","52","4917","3510","102","8508","21","0","173","7903","130","637","59","713","7809","1","6","8501","638","72","3","0","395","315","0","710","2","15","82","105","98","122","103","90","57","38","1","0 to 100","50","356","138","66","150","67","473","170","155","0","103","0","0","34","713","316","397","710","3","0","16444","18","17186","16462","713","34","469","436","1667659896.51059","183856.484298748","55","50","06/30/2020"
"23","23","25","049","HARDEE","Hardee","FL","1226","36","91","169","230","161","152","158","134","69","26","0","0 to 94","40","679","532","15","1219","7","0","70","651","2","498","8","430","796","0","0","1219","345","80","4","1","219","206","0","425","13","41","67","96","69","53","37","35","14","5","0","0 to 86","34","308","58","42","17","298","112","15","66","3","38","3","1","3","430","209","221","425","5","0","2040","2","2474","2042","430","3","714","615","1653184151.65315","165534.73009074","35","34","06/30/2020"
"24","24","42","083","MARION","Marion","FL","15450","170","231","1026","1786","1767","2217","2638","2884","1920","784","27","0 to 168","56","9454","5946","50","15422","28","0","4355","10370","177","3503","152","672","14426","0","352","15071","640","26","5","1","366","299","1","666","12","18","106","137","103","96","95","57","37","11","0","0 to 97","40","433","110","43","80","119","461","86","112","3","68","0","0","10","672","301","370","666","6","0","22976","21","23674","22997","672","10","775","610","4305055841.62241","350920.190673371","45","40","06/30/2020"
"25","25","64","127","VOLUSIA","Volusia","FL","21545","185","323","1311","2299","2360","3086","4387","4052","2199","1051","292","0 to 119","57","12049","8826","670","21446","99","0","433","20080","230","1383","145","2105","19426","0","14","21432","1885","203","16","1","1074","1010","4","2088","18","45","352","388","284","299","298","226","104","87","4","0 to 102","43","952","321","391","424","251","1223","614","332","6","213","5","0","57","2105","1019","1082","2088","17","0","37919","82","40136","38001","2105","57","1319","705","3125661534.15881","560414.737839251","49","43","06/30/2020"
"26","26","15","029","DIXIE","Dixie","FL","815","21","27","66","91","133","107","138","122","69","40","1","0 to 118","52","483","315","17","815","0","0","11","699","6","81","1","68","747","0","0","815","52","16","0","0","34","34","0","68","0","3","13","5","11","11","11","5","6","3","0","6 to 91","48","52","14","0","2","0","65","3","14","0","10","0","0","4","68","34","34","68","0","0","1320","0","1388","1320","68","4","129","74","1823798262.39212","235232.973119088","48","48","06/30/2020"
"27","27","35","069","LAKE","Lake","FL","16107","238","267","971","1555","1611","2007","2601","2888","2047","673","1249","0 to 103","58","8452","6622","1033","15968","139","0","200","15190","222","726","103","1302","14771","0","34","15936","1267","18","17","0","632","646","7","1285","20","33","222","242","191","192","179","112","86","23","2","0 to 103","41","514","162","223","386","197","649","439","184","12","108","5","1","22","1302","656","639","1285","17","0","31811","120","33253","31931","1302","22","802","510","2995995460.71371","331014.242454318","44","41","06/30/2020"
"28","28","38","075","LEVY","Levy","FL","1785","27","31","179","233","198","236","343","269","189","79","1","0 to 118","54","1034","735","16","1781","4","0","27","1472","16","344","8","174","1611","0","0","1781","146","25","0","3","60","111","0","171","1","3","38","41","29","17","22","13","6","4","0","3 to 99","35","71","9","86","5","93","72","6","17","0","12","0","0","1","174","113","61","171","3","0","3052","1","3229","3053","174","1","309","259","2900663690.96646","339394.964008615","35","35","06/30/2020"
"29","29","60","119","SUMTER","Sumter","FL","3927","28","29","100","182","191","301","526","1441","911","132","86","0 to 119","69","1936","1800","191","3851","76","0","137","3517","164","324","61","345","3559","0","23","3828","292","50","2","1","114","226","2","342","1","4","17","16","41","47","48","107","55","9","0","4 to 92","64","257","43","10","32","24","282","36","73","0","48","0","0","17","345","228","115","342","3","0","7216","73","7640","7289","345","17","112","100","1502516062.89801","229328.389599522","65","64","06/30/2020"
"30","30","59","117","SEMINOLE","Seminole","FL","18534","240","420","1854","2546","2495","2825","2974","2564","1210","537","869","0 to 119","49","10481","7926","127","18490","44","0","334","17437","246","884","101","2566","15949","1","18","18472","2494","59","13","0","1356","1195","2","2553","33","49","678","604","360","339","215","153","75","60","0","0 to 100","32","1201","227","219","906","381","835","1337","272","5","164","1","0","16","2566","1201","1363","2553","13","0","33984","30","36610","34014","2566","16","936","693","893350621.597626","158549.770327082","33","32","06/30/2020"
"31","31","48","095","ORANGE","Orange","FL","69720","1196","1582","6698","10999","10376","10832","10766","7614","3609","1372","4676","0 to 120","46","37929","31427","364","68558","1161","1","896","66729","585","2530","421","10314","59337","0","69","68491","10000","112","197","5","4783","5274","55","10112","145","230","2403","2829","1694","1377","929","419","210","73","5","0 to 103","32","2549","1317","1772","4474","1560","2218","6334","875","47","446","37","5","58","10314","5389","4863","10111","202","1","124253","958","135677","125211","10314","58","1557","1330","2601855780.29929","275135.911496092","35","32","06/30/2020"
"32","32","9","017","CITRUS","Citrus","FL","4173","39","76","224","396","374","502","771","938","646","199","8","0 to 222","61","2320","1661","192","4166","7","0","86","3621","119","361","28","291","3879","1","2","4164","178","113","0","0","142","148","1","291","3","5","36","33","26","47","66","41","22","12","0","0 to 97","54","229","13","15","34","27","225","39","38","0","38","0","0","13","291","148","142","291","0","0","9572","6","9873","9578","291","13","1128","673","1565249379.23035","242867.273750112","57","54","06/30/2020"
"33","33","27","053","HERNANDO","Hernando","FL","4099","70","68","337","539","488","600","724","587","423","259","4","0 to 102","54","2463","1615","21","4078","21","0","100","3642","66","319","48","373","3726","0","0","4078","263","103","6","1","182","184","0","366","6","10","62","74","53","58","53","36","15","6","0","0 to 92","40","235","31","19","81","49","178","139","71","2","35","2","1","5","373","186","187","366","7","0","9742","14","10130","9756","373","5","579","528","1259956856.20596","200494.167365377","46","40","06/30/2020"
"34","34","52","103","PINELLAS","Pinellas","FL","41529","418","611","3032","5400","4808","5943","7703","6980","4231","2309","94","0 to 120","55","23949","17467","113","41184","345","0","2499","36534","411","5668","394","6487","34965","1","76","41107","6262","152","66","7","3528","2868","18","6414","87","219","1098","1475","834","852","730","521","367","293","11","0 to 104","38","2715","1282","295","2122","438","3461","2515","780","19","654","17","2","166","6487","2913","3556","6414","73","0","86213","272","93000","86485","6487","166","675","583","758940582.722305","356104.408630079","41","38","06/30/2020"
